sentence,label
"Sentence: ""Transient sensitiveness of the mucous membrane of the nose mucous membrane of the nose feels sore on smoking at dinner a peculiar feeling in the right nostril he felt as if the mucous membrane detached itself from the bone and rose as a blister at the same time frequent sneezing these symptoms were present almost all the afternoon raw pain on the edge of the right nostril a""",26
"Sentence: ""Aching at the root of the nose at noon very troublesome aching pain in the nasal bones during the day severe aching in the nasal bones at noon very severe aching in the nasal bones and creeping in both temples during the day a disagreeable feeling of aching and fulness in the nose one of the nasal bones was thickened and swollen in the morning severe aching in the nasal bones and dry feeling in the nose The aching in the nasal bones went off in the forenoon but recurred at noon in great intensity and went away again in an hour at noon severe aching in the nasal bones and dry feeling in the nose though a drop or two of fluid occasionally escapes unobserved from the nostrils occasional severe aching in the nasal bones in the forenoon during breakfast very violent aching in the nose the pain extended into the frontal sinus but did not last long occasional aching pain in the nasal bones frequent aching pain in the nasal bones in the forenoon dry feeling and aching in the superior nasal passages towards noon quite severe aching in the nasal passages frequently recurring but always transitory sensation of soreness in the nose occasional aching in the nasal bones in the nose very tiresome aching and feeling of dryness aching in the nose at noon occasional tiresome aching in the nose during the day repeated aching at the root of the nose towards noon tiresome aching in the root of the nose tiresome aching in the bones of the nose at noon aching pain in the root of the nose in the evening frequent aching pain in the root of the nose throughout the day aching at the root of the nose aching pain in the nose at noon in the forenoon very severe aching pain in the nose about its root with dryness of the Schneiderian membrane b""",26
"Sentence: ""Occasional aching in the root of the nose between the shoulders and all over the back some aching in the nasal bones towards noon recurrence of the aching after dinner aching in the nasal bones c""",26
"Sentence: ""A painful spot on the left nostril b""",26
"Sentence: ""A tender spot in the left nostril c""",26
"Sentence: ""Boring above the root of the nose""",26
"Sentence: ""Pain in the nose which was swollen and internally ulcerated""",26
"Sentence: ""Pain in the tip of the nose when touched""",26
"Sentence: ""A kind of cramp in the nose""",26
"Sentence: ""Cracking or feeling as of the bursting of a bubble in the upper part of the nose""",26
"Sentence: ""Pressure in the right nasal bone in the evening""",26
"Sentence: ""Cutting pain in the nose and discharge of thin fluid from it in the evening""",26
"Sentence: ""Tearing in the nose after dinner disappearing for a short time after pressure upon it after dinner""",26
"Sentence: ""In the forenoon smarting in the nose and left eyelid a""",26
"Sentence: ""Slight burning in the septum of the nose in the morning""",26
"Sentence: ""Burning in the left ala nasi lasting for several minutes and frequently recurring in the morning d""",26
"Sentence: ""Crawling in the nose as in coryza""",26
"Sentence: ""On the inside of the nose especially on the alæ nasi great itching and feeling as if the nose were swelled a""",26
"Sentence: ""Distressing itching in the nose which is still stuffed a""",26
"Sentence: ""Itching in the nose""",28
"Sentence: ""Itching and burning in the nostrils as if sore""",28
"Sentence: ""Looks ill c""",28
"Sentence: ""Looks ill has double rings around the eyes b""",28
"Sentence: ""The natural tension of the facial muscles gone so that her features appear distorted as if worn out by long suffering""",28
"Sentence: ""Redness of the face and perspiration after dinner""",28
"Sentence: ""Dark redness and heat of the face especially on walking in the open air""",28
"Sentence: ""Considerable congestion of the face at PM""",28
"Sentence: ""Yellow complexion appearance grew daily worse""",28
"Sentence: ""Complexion showed a remarkable change it had a dirty earthy appearance a""",28
"Sentence: ""Complexion pallid""",28
"Sentence: ""Paleness of the face""",28
"Sentence: ""Face pale and collapsed with an expression of great anxiety""",28
"Sentence: ""Pale suffering expression as after a long illness with great discomfort""",28
"Sentence: ""In the morning on awaking tension of the skin surrounding the mouth dryness and tension of the outer skin round about the lips and branlike desquamation of it a""",28
"Sentence: ""Tension in the skin of the face as if beginning to swell""",28
"Sentence: ""Drawing pain in the left side of the face as if in the skin above the eye on the temples and on the malar bone as far as into the lobule of the ear mostly in the morning""",28
"Sentence: ""Tearing in the right half of the face""",28
"Sentence: ""Boring above the root of the nose""",28
"Sentence: ""Burning in the face and throat without redness""",28
"Sentence: ""Burning in the face recurring several times during the day occasional attacks b""",28
"Sentence: ""Crawling sensation in the face""",29
"Sentence: ""A sensation under the skin of the face as if dashed with cold water with perceptible coldness of the face in paroxysms lasting a few minutes""",29
"Sentence: ""Red swelling of the cheeks without pain""",29
"Sentence: ""Swelling of the cheeks with sticking pains and also pain on touch lasting eight days""",29
"Sentence: ""Roughness of both cheeks heat and burning in them and sensation as if they had been exposed for several days to a severe cold this lasted several days and was followed by a branlike desquamation which also lasted several days c""",29
"Sentence: ""Redness and violent burning on both cheek-bones""",29
"Sentence: ""After drinking coffee burning of the right cheek and auricle with chilliness of the rest of the body""",29
"Sentence: ""About noon burning in the right cheek as if some drops of hot fluid were thrown against it lasting four or five minutes this recurred twice""",29
"Sentence: ""Pressure and burning in the cheeks and cheek-bones""",29
"Sentence: ""Painful pressure on the malar bone and beneath the eye""",29
"Sentence: ""Bruised pain in the right malar bone even at night""",29
"Sentence: ""Penetrating shooting and drawing in the left zygoma b""",29
"Sentence: ""At AM occasional violent shooting in the right cheek-bone a""",29
"Sentence: ""In the evening frequent sudden tearing in the left cheek in the right nape muscles and in the right tibia c""",29
"Sentence: ""In the evening tearing in the right cheek c""",29
"Sentence: ""Repeated flying tearing in both cheeks c""",29
"Sentence: ""Tearing in the malar bone also at other times in the lower jaw as if the parts would be torn out""",29
"Sentence: ""Twitching at times on the malar bone at times on the chin""",29
"Sentence: ""Painful swelling of the upper jaw above the gum""",29
"Sentence: ""Ulcerative pain in the left upper jaw a""",29
"Sentence: ""Spasmodic drawing in the jaws""",29
"Sentence: ""Drawing in the left upper jaw and zygoma about PM a""",29
"Sentence: ""The left jaw very little painful b""",29
"Sentence: ""Drawing in the right upper jaw and in the left thumb e""",29
"Sentence: ""Cracking in the articulation of the jaw on chewing""",30
"Sentence: ""Tearing in the right upper jaw in the evening""",30
"Sentence: ""Swelling of the lower lip with eruption upon it""",30
"Sentence: ""Swelling of the upper lip also in the evening with pain""",30
"Sentence: ""Trembling of the lips""",30
"Sentence: ""Twitching of the lips""",30
"Sentence: ""Dry scaly rough upper lip and margins of the nose with burning""",30
"Sentence: ""Lips cracked""",30
"Sentence: ""Dryness of the red of the lower lip with scabs and tensive pain""",30
"Sentence: ""Before dinner he observed on the inner side of the lower lip a vesicle the size of a hemp-seed filled with a dark blood but it did not annoy him much and after dinner was found to have disappeared without leaving a trace behind f""",30
"Sentence: ""On the mucous membrane of the right side of the under lip two aphthæ which went off in two days f""",30
"Sentence: ""On the internal surface of the left lower lip he observed a group of grayish-white aphthæ which were rather painful after a time several aphthæ appeared on the right upper lip f""",30
"Sentence: ""On the lip near the right commissure of the mouth there appeared a group of small painful vesicles standing close together the vesicles burst and left behind them an equal number of small round spots which the following day assumed a lardaceous appearance began to dry up and were covered with a scab which fell off in five days c""",30
"Sentence: ""A very painful fissure in the middle of the upper lip which lasted several days""",30
"Sentence: ""A scabby ulcer with burning pain on the margin of the red of the lower lip""",30
"Sentence: ""A red pimple on the margin of the red of the lower lip with sticking pain only on touch""",30
"Sentence: ""A painful inflamed spot in the red of the upper lip the spot of the upper lip is swollen and burns extremely the spot has turned into an aphthæ the aphthæ begins to dry up b""",30
"Sentence: ""A painful spot in the red part of the upper lip in the forenoon a small pustule on that spot after this was opened and the matter discharged it disappeared in a few days b""",30
"Sentence: ""In the morning on awaking dry wrinkled lips""",30
"Sentence: ""In the morning dryness of lips the mucous membrane of which lies in folds aridity of the commissures of the mouth which are covered with small whitish scales""",30
"Sentence: ""In the morning on awaking arid wrinkled lips lips dry and shrivelled dryness of the lips and palate a""",30
"Sentence: ""The upper lip very red and sensitive on its inner surface a""",30
"Sentence: ""The lips become so dry in speaking that they are quite rough and cause a disagreeable feeling of rubbing""",30
"Sentence: ""Dryness of the lips""",30
"Sentence: ""In the morning dryness and tension of the skin of the lips""",30
"Sentence: ""In the red part of the lower lip on the left side sensation like a fissure though there was none a""",30
"Sentence: ""Feeling as if the upper lip were swelled""",30
"Sentence: ""Burning of the lips""",30
"Sentence: ""Burning smarting of the lower lip""",30
"Sentence: ""Lips always hot sticking and burning""",30
"Sentence: ""Burning in the upper lip and the edges of the lids in the morning after rising""",30
"Sentence: ""The upper lip burns as if it were raw a""",30
"Sentence: ""Slight burning in the upper lip a""",30
"Sentence: ""Tenderness of the upper lip after rising a""",30
"Sentence: ""Tenderness of upper lip a""",30
"Sentence: ""Upper lip sensitive to touch a""",30
"Sentence: ""Sensitiveness of the upper lip which is quite dry a""",30
"Sentence: ""Raw pain in left commissure of mouth a""",30
"Sentence: ""Left commissure of mouth again painful b""",30
"Sentence: ""Soreness of the left commissure of the mouth c d""",30
"Sentence: ""Sore pain in both oral commissures in the afternoon b""",31
"Sentence: ""The commissures of the mouth especially the left one smarted as if raw c""",31
"Sentence: ""Glandular swelling on the lower jaw""",31
"Sentence: ""Painful swelling on the lower jaw beneath the gum""",31
"Sentence: ""A thick painless lump on the lower jaw tense on chewing""",31
"Sentence: ""Cramplike pain in the left lower jaw and in the glans penis a""",31
"Sentence: ""In the morning after waking pain on the left side of the lower jaw and swelling of the gum around a tooth as if a gumboil were about to come a""",31
"Sentence: ""Drawing jerking in the left lower jaw""",31
"Sentence: ""Drawing-tensive pains in the right side of the lower jaw""",31
"Sentence: ""In the evening sudden drawing on the right side of the lower jaw""",31
"Sentence: ""Drawing on the left side of the lower jaw and in the left thigh in the afternoon d""",31
"Sentence: ""Drawing in the left side of the lower jaw towards its articulation about noon d""",31
"Sentence: ""Drawing in the left side of the lower jaw in the morning after getting up f""",31
"Sentence: ""After midnight excessively violent pains in the left lower jaw the pains were drawing pressing proceeding from a healthy tooth spreading over the whole lower jaw extending to the temple and ear and lasting till he got up the following morning some tenderness of the left lower jaw towards morning severe pain in the left lower jaw sometimes with drawing into the left ear in the forenoon in the open air the pain increased it was a very painful drawing which extended not only over the jaw but over the whole of the left side of the face one spot on the lower border of the under jaw was especially painful also when touched in the evening in the open air the pain extended in an aggravated degree all over the lower jaw occasional pain in the left lower jaw in the morning drawing in the lower jaw in the morning towards morning the pain of the left lower jaw especially about a loose tooth extremely violent pain in the lower jaw during the day occasional sharp tearing in the left lower jaw b""",31
"Sentence: ""Jerking in the lower jaw on falling asleep""",32
"Sentence: ""Sticking in the lower jaw extending out of the ear""",32
"Sentence: ""Bleeding of the teeth""",32
"Sentence: ""Brown mucus on the teeth""",32
"Sentence: ""Looseness of the teeth and bleeding of the gum for three weeks""",32
"Sentence: ""The teeth become elongated so that she can scarcely chew""",32
"Sentence: ""The tooth is elongated and painful when not touched or when not bitten upon""",32
"Sentence: ""The back teeth become loose and seem too long with simple pain on touch and on eating""",32
"Sentence: ""Feeling of looseness of the teeth in the evening""",32
"Sentence: ""The teeth feel loose on biting and on eating feel paralyzed""",32
"Sentence: ""All her teeth feel loose""",32
"Sentence: ""The teeth pain as if too long and there is a tingling in them like a vibration""",32
"Sentence: ""The teeth seem too long""",32
"Sentence: ""The front teeth seem too long with sensitiveness when pressed upon and in the open air when there is a jerking pain and tearing extending up into the left temple where also it is painful to pressure""",32
"Sentence: ""Teeth on edge and painful only when bitten upon cannot chew black bread on account of pain""",32
"Sentence: ""Teeth on edge""",32
"Sentence: ""Toothache and inflammatory swelling of the gum in the vicinity of a stump almost entirely destroyed""",32
"Sentence: ""Toothache in the open air""",32
"Sentence: ""Pain in the front teeth at night""",32
"Sentence: ""Pain in almost all the teeth during dinner""",32
"Sentence: ""A back tooth is painful to touch""",32
"Sentence: ""Toothache from the slightest draft of air""",32
"Sentence: ""Toothache every afternoon as if the teeth would be broken off with chilliness disappearing when in bed""",32
"Sentence: ""Toothache which is renewed by cold rinsing of the mouth""",32
"Sentence: ""Toothache in paroxysms for two or three hours followed by burrowing cold is better tolerated than warmth""",32
"Sentence: ""Toothache which becomes accompanied by swelling of the cheek""",32
"Sentence: ""At PM in the undecayed teeth of the left lower jaw aching pains which last an hour b""",32
"Sentence: ""Great sensitiveness of the tips of the left upper teeth worse from cold water with shooting pains even in the morning""",32
"Sentence: ""Fearful attacks of toothache all the top row feel as if being drawn""",32
"Sentence: ""Drawing toothache""",32
"Sentence: ""Drawing pain in the teeth in the open air""",32
"Sentence: ""Drawing tearing toothache now in the right and now in the left side for hours and often with intermission for half an hour or an hour also at night on waking""",32
"Sentence: ""Drawing and tearing in the teeth mostly aggravated by cold water at times relieved by warmth often with jerking in the tips""",32
"Sentence: ""Throbbing drawing toothache""",32
"Sentence: ""Grumbling and drawing in the teeth""",32
"Sentence: ""Drawing in the teeth of the left upper jaw the gums of which pain as if ulcerated""",32
"Sentence: ""Drawing in the crowns of the teeth in the evening f""",32
"Sentence: ""In the forenoon drawing in the teeth which recurred several times f""",32
"Sentence: ""Drawing in the teeth f""",32
"Sentence: ""Occasional drawing in the teeth and limbs especially the right thigh in the morning f""",32
"Sentence: ""Drawing pain in the back teeth aggravated by inhaling cold air""",32
"Sentence: ""Drawing first in the upper teeth of the left side and then in those of the right side""",32
"Sentence: ""Violent drawing pain in an incisor lasting till PM followed by sleeplessness till towards morning""",32
"Sentence: ""At night in bed drawing in the right upper row of teeth a""",32
"Sentence: ""Slight drawing in the lower incisors b""",32
"Sentence: ""Drawing in the right molar teeth d""",32
"Sentence: ""Throbbing and boring in the teeth""",32
"Sentence: ""Boring as with a hot iron in the teeth""",32
"Sentence: ""The night 's rest was disturbed by boring tearing pain in the teeth such a height that he could not sleep a wink in consequence of which he got the tooth which was somewhat carious drawn the following day""",32
"Sentence: ""Violent boring pain in a hollow tooth always occurred in the evening and tormented him until late at night As he had no more toothache during the whole time of the proving he was disposed to attribute it rather to wet weather then prevailing than to the Sulphur""",32
"Sentence: ""Boring pressing in the teeth and on the head externally for only a few minutes after eating""",32
"Sentence: ""Pressive toothache with pain in the submaxillary glands""",32
"Sentence: ""Frequent cutting through all the teeth of the right row from a draft of cold air""",32
"Sentence: ""In the forenoon on inspiring cold air tearing pain in a lower healthy incisor tooth""",32
"Sentence: ""Violent digging pains in a right healthy molar tooth strong pressure on the tooth diminished the pain cold and heat had no effect on it e""",32
"Sentence: ""Shooting pains in the teeth a""",32
"Sentence: ""At PM several shoots in the second last healthy molar tooth on the right side d""",32
"Sentence: ""Jerks through single teeth""",32
"Sentence: ""Painful jerking in a hollow tooth after dinner""",32
"Sentence: ""Jerks and stitches in the teeth periodically also after midnight and in the morning when eating and when not on inhaling air there is painful shooting into the gum that seems loose and is painful""",32
"Sentence: ""Sticking toothache in all the teeth day and night aggravated by biting when eating""",32
"Sentence: ""Sticking toothache in all the teeth day and night""",32
"Sentence: ""Sticking toothache extending into the ear it woke him at night""",32
"Sentence: ""A violent stitch through the teeth from a cold drink""",32
"Sentence: ""Sticking burning and throbbing in the teeth extending into the orbits and ear""",34
"Sentence: ""Sticking in the hollow teeth from to AM three mornings before the menses""",34
"Sentence: ""Swelling of the gum with throbbing pain""",34
"Sentence: ""Swelling of the gum about an old stump""",34
"Sentence: ""Bleeding of the gum""",34
"Sentence: ""The gum bleeds on spitting""",34
"Sentence: ""Easy bleeding of the gums a""",34
"Sentence: ""About AM he awoke with violent pains in the inflamed gum they were burning and tearing and spread all over the head at the same time a sensation as if the left cheek were swollen which is not the case after two hours he became again quiet and fell asleep gum very painful in the evening in the morning the gum is still rather tender but the swelling considerably diminished gum more painful a""",34
"Sentence: ""Slight sensitiveness and swelling of the gums on the right side of the lower jaw b""",34
"Sentence: ""In the morning on awaking and after dinner aching and sore pain in the gums of the lower jaw on the right side b""",34
"Sentence: ""In the evening the gum around the stump of a tooth in the lower jaw right side is painful as if a parulis were about to form it went off before bedtime b""",35
"Sentence: ""Sensation of swelling and ulceration on the left side of gums especially the upper jaw at noon""",35
"Sentence: ""Dull pain in the root of the tongue which increased towards evening and obstructed speech it looked somewhat red and swollen in the evening the pain in the tongue returned and that more severely than yesterday in the evening the pain in the tongue again came on severely he cannot describe the pain the tongue feels much swollen inflamed and as if it were strongly pressed upon on pressing the finger on the left side beneath the tongue backwards he felt a very painful hard pimple of the size of a pea in the afternoon violent pain occurred in the tongue it was swollen and the speech in consequence difficult the pain of the tongue lasted until late at night forced to leave off taking the Sulphur on account of the pain in the tongue during this time the pain swelling and pimple disappeared slight feeling of the pain of the tongue same pain in the tongue the pain and swelling of the tongue increased so much that he could not be persuaded to continue the proving in three days tongue again quite normal""",35
"Sentence: ""On the right anterior border of the tongue a hard raised spot the size of a lentil on moving the tongue shooting pain in it the swelling and pains in the tongue were greatly diminished and the following day were quite gone""",35
"Sentence: ""A vesicle on the left border of the tongue""",35
"Sentence: ""A smarting blister on the right side of the tongue""",35
"Sentence: ""Coated tongue""",35
"Sentence: ""Tongue thickly furred with a dirty-yellow coating thickly furred tongue morning noon and evening in the forenoon tongue furred""",35
"Sentence: ""In the morning after awaking tongue thickly furred in the morning on awaking dryness and burning of the tongue which was covered with a dirty whitish-yellow fur a""",35
"Sentence: ""Dirty thinly coated tongue in the forenoon""",35
"Sentence: ""White tongue""",35
"Sentence: ""Tongue white in the morning red and clean in the afternoon""",35
"Sentence: ""Tongue rather white-furred a""",35
"Sentence: ""Red tongue with white papillæ like fungi""",35
"Sentence: ""Salt mucus sticks to the tongue every morning""",35
"Sentence: ""Twitching on the tongue""",35
"Sentence: ""Frequent faltering of the tongue when talking""",35
"Sentence: ""Dryness of the tongue which after a quarter of an hour gave place to a slimy taste in the mouth f""",35
"Sentence: ""Very dry tongue in the morning""",35
"Sentence: ""Dryness of the tongue g""",35
"Sentence: ""In the morning on awaking dryness of the tongue and palate a""",35
"Sentence: ""Burning pain on the tongue""",35
"Sentence: ""Burning in the point of the tongue""",35
"Sentence: ""Biting as from blisters on the tongue""",35
"Sentence: ""In the morning shooting in the tip of the tongue""",36
"Sentence: ""Convulsive shooting in the tip of the tongue""",36
"Sentence: ""Blisters in the mouth painful while eating""",36
"Sentence: ""Small painful sore blisters in the mouth even slightly salted food causes biting""",36
"Sentence: ""Blisters in the mouth with burning pain""",36
"Sentence: ""In the evening he perceived on the inside of the upper lip near the right commissure of the mouth a small painless elevation which in a few days changed into a small pedunculated wart with three free apices It still remained months after the termination of the proving d""",36
"Sentence: ""Blisters on the hard palate which prevent talking and eating""",36
"Sentence: ""Desquamation of the skin from the inside of the cheek""",36
"Sentence: ""Bad odor from the mouth after dinner""",36
"Sentence: ""Bad odor from the mouth in the morning on rising""",36
"Sentence: ""Very bad odor from the mouth in the morning and also afterwards""",36
"Sentence: ""Bad odor from the mouth in the evening""",36
"Sentence: ""Sour odor from the mouth""",36
"Sentence: ""The breath has a bad odor when coughing""",36
"Sentence: ""Mouth dry""",36
"Sentence: ""Dryness of the mouth and taste of blood""",36
"Sentence: ""Dryness of the mouth after eating""",36
"Sentence: ""Great dryness of the palate with much thirst she is obliged to drink much""",36
"Sentence: ""Dryness of the mouth and scraping in the throat as if food would not go down""",36
"Sentence: ""Dry feeling and tensive pain in the left side of the palate gradually extending to the right side and lasting two days in the morning d""",36
"Sentence: ""Dry feeling in the mouth and throat a""",36
"Sentence: ""In the morning on awaking sensation of dryness in the mouth""",36
"Sentence: ""In the morning after awaking palate dry a""",36
"Sentence: ""Mouth dry insipid and sticky in the morning""",36
"Sentence: ""Mouth insipid with loss of appetite""",36
"Sentence: ""Spasmodic constriction in the mouth on the first morsels""",36
"Sentence: ""Constrictive sensation in the mouth""",36
"Sentence: ""Burning in the mouth with thirst at night""",36
"Sentence: ""Burning as from pepper in the mouth day and night causing thirst not relieved by drinking""",36
"Sentence: ""Burning in the mouth in the morning without thirst""",36
"Sentence: ""Burning in the mouth with eruption about it""",36
"Sentence: ""Heat in the mouth and much thirst at night""",36
"Sentence: ""Heat in the mouth without thirst""",36
"Sentence: ""Feeling of roughness in the mouth and throat a""",37
"Sentence: ""Tickling in the palate posteriorly a""",37
"Sentence: ""Accumulation of saliva in the mouth when beginning to eat""",37
"Sentence: ""Water runs from the mouth and hawking up of mucus""",37
"Sentence: ""Flow of water in the mouth coming from the stomach disappearing after eating""",37
"Sentence: ""Collection of saliva in the mouth even after eating""",37
"Sentence: ""When at stool profuse flow of saliva into the mouth d""",37
"Sentence: ""At night great flow of water from the mouth""",37
"Sentence: ""Soon after dinner great flow of saliva into the mouth and sudden softly digging pain in the right parotid gland a""",37
"Sentence: ""Salivary secretion increased for a long time he had every now and then traces of blood in the saliva rush of water into the mouth in the evening great flow of saliva mixed with blood great flow of saliva into the mouth bloody streaks in the saliva increased secretion of saliva mixed with streaks of blood in the afternoon in the forenoon copious secretion of saliva mixed with streaks of blood""",37
"Sentence: ""About PM great flow of sweetish saliva into the mouth""",37
"Sentence: ""Bloody saliva""",37
"Sentence: ""Red salt-sour water is exuded from a left lower hollow back tooth""",37
"Sentence: ""Collection of saliva in the mouth sour and bitter""",37
"Sentence: ""In the evening immediately after taking the medicine flow of water into the mouth""",37
"Sentence: ""In the morning expectoration of salt-tasted saliva after hawking and slight coughing it went off in four days c""",37
"Sentence: ""Salt saliva""",37
"Sentence: ""Flow of water into the mouth b""",37
"Sentence: ""Collection of water in the mouth at AM""",37
"Sentence: ""Accumulation of much mucus in the mouth after midnight with tickling obliging frequent hawking""",39
"Sentence: ""Mouth very slimy in the morning""",39
"Sentence: ""Disagreeable taste in the mouth in the morning""",39
"Sentence: ""In the evening after eating an ice very disagreeable taste and slight nausea""",39
"Sentence: ""Very disagreeable acrid bitter taste in the mouth after breakfast a""",39
"Sentence: ""Very disagreeable resinous taste in the mouth a""",39
"Sentence: ""Very disagreeable and acrid bitter taste in the mouth after breakfast a""",39
"Sentence: ""Very disagreeable taste for an hour after breakfast a""",39
"Sentence: ""Foul taste in the mouth in the morning""",39
"Sentence: ""What he eats tastes like nothing like bad wood""",39
"Sentence: ""In the morning taste clammy clammy taste awoke with clammy taste in the mouth clammy taste morning noon and evening clammy taste in the morning""",39
"Sentence: ""In the morning on awaking clammy taste in the morning after awaking taste clammy and insipid a""",39
"Sentence: ""Clammy taste in the mouth b""",39
"Sentence: ""Vinegary taste in the mouth all day""",39
"Sentence: ""Vinegary taste in the mouth immediately after drinking milk""",39
"Sentence: ""Very sour taste in the mouth in the evening before going to bed""",39
"Sentence: ""Sourish taste in the mouth till after breakfast""",39
"Sentence: ""Sour taste and eructations lasting several days a""",39
"Sentence: ""If she eats a little too much the next day she has a horribly sour offensive taste""",39
"Sentence: ""Sourish taste in the mouth""",39
"Sentence: ""Sour taste in the mouth in the morning after a good sleep""",39
"Sentence: ""Bitter sourish taste in the mouth at noon after eating""",39
"Sentence: ""Acidity in the mouth and acid eructations after drinking milk""",39
"Sentence: ""Salt sour taste in the mouth while eating""",39
"Sentence: ""Mouth sweetish and foul all day""",39
"Sentence: ""Bad sweetish taste in the mouth""",39
"Sentence: ""Constant sweetish taste in the mouth as from fasting with frequent hawking up of mucus""",39
"Sentence: ""Great sweetness in the mouth in the morning on waking with much mucus""",39
"Sentence: ""Offensive sweetness in the mouth causing nausea the whole forenoon""",39
"Sentence: ""In the evening immediately after dose sweet taste in the palate sweetish taste in the evening sweetish taste in the mouth sweet taste in the forenoon sweet taste""",39
"Sentence: ""Bitter taste soon after eating""",39
"Sentence: ""Bitter taste in the morning relieved by eating""",39
"Sentence: ""Bitter-tasting mucus in the mouth worse in the morning""",39
"Sentence: ""Bitter spoilt taste in the mouth every morning""",39
"Sentence: ""Bitterness in the mouth in the morning on waking""",39
"Sentence: ""Bitter taste to food for example to bread""",39
"Sentence: ""Bitter taste in the palate and throat in the morning on waking relieved by coughing up mucus""",39
"Sentence: ""Bitter taste of all food with very coated tongue""",39
"Sentence: ""Bitter bilious taste in the mouth when fasting though food has a good taste""",39
"Sentence: ""Bitter taste in the mouth with dulness of the head and ill-humor""",39
"Sentence: ""Disagreeable metallic taste""",39
"Sentence: ""Metallic taste in the mouth like copper a""",39
"Sentence: ""Coppery taste in the mouth in the morning on waking""",39
"Sentence: ""Taste insipid and bitter and yet good appetite for dinner a""",39
"Sentence: ""Insipid taste in the forenoon""",39
"Sentence: ""Taste of blood in the mouth in the morning after waking d""",39
"Sentence: ""Too salt taste to all food""",39
"Sentence: ""His food which he generally likes very little salted he now salts very much and still it tastes to him as if there were no salt in it c""",39
"Sentence: ""Pasty taste in the morning""",39
"Sentence: ""Doughy taste in the mouth""",39
"Sentence: ""Strong taste of Sulphur in the mouth""",39
"Sentence: ""Long after taste to beer""",41
"Sentence: ""Absolutely no taste to food everything tastes like straw""",41
"Sentence: ""Increased appetite the whole first part of the proving""",41
"Sentence: ""Excessive hunger and appetite""",41
"Sentence: ""Ravenous hunger which obliges him to eat frequently if he does not he has headache and great lassitude and is obliged to lie down""",41
"Sentence: ""Great appetite which however could not be freely indulged a small quantity of food caused troublesome distension e""",41
"Sentence: ""Appetite much increased""",41
"Sentence: ""The appetite which had been increasing for some days is uncommonly good to-day increased appetite so much so that contrary to custom he must eat at other times than the accustomed meals appetite diminished""",41
"Sentence: ""At noon increased appetite at noon uncommon appetite which however he did not satisfy but left the table before he was satiated good increased rather than diminished and he relished breakfast dinner and supper amazingly diminished dinner taken with considerable appetite appetite much increased ate dinner with the best appetite uncommon hunger b""",41
"Sentence: ""Appetite uncommonly good""",41
"Sentence: ""Although he ate a very good dinner yet in the afternoon contrary to habit he became so very hungry that he had to eat again notwithstanding this he was again ready for supper a""",41
"Sentence: ""At noon he had an uncommonly good appetite b b a""",41
"Sentence: ""At noon good appetite and much thirst great appetite""",41
"Sentence: ""Appetite good but wants to eat often""",41
"Sentence: ""Irresistible desire for sugar""",41
"Sentence: ""Sensation of hunger in the abdomen speedy fulness from a few morsels""",41
"Sentence: ""Very much affected as if he had been hungry a long time an hour after dinner""",41
"Sentence: ""He is hungry but as soon as he only sees food his appetite vanishes and he feels full in the abdomen when he begins to eat he is averse to it""",41
"Sentence: ""At noon after walking much I felt hungry without much appetite without feeling satiated the latter part of the meal was not relished""",41
"Sentence: ""Appetite for dinner unaltered but afterwards unusual fulness and weariness relieved by walking in the open air a""",41
"Sentence: ""Appetite for only soft food not for bread or meat""",41
"Sentence: ""During the whole time of the proving I had little appetite I ate more from habit than necessity sometimes in fact I had a positive dislike to food especially to supper so that I ate nothing d""",41
"Sentence: ""Appetite diminished little appetite the appetite was diminished and after taking but a small quantity of food he had the feeling as if the stomach was overloaded appetite diminished in the forenoon appetite diminished he ate rather from habit than from necessity appetite diminished little appetite at noon the appetite was very poor and after eating there was a troublesome feeling of fulness in the stomach and aching in the scrobiculus cordis""",41
"Sentence: ""At noon but little appetite he ate more from habit than from necessity at noon little appetite and no desire to drink water while eating which he was always in the habit of doing at noon no appetite a""",41
"Sentence: ""No appetite for breakfast a""",41
"Sentence: ""Less appetite than usual at noon b""",41
"Sentence: ""No appetite for supper little appetite for breakfast loathed his dinner more appetite at noon c""",41
"Sentence: ""No appetite for dinner""",41
"Sentence: ""No appetite anorexia what she eats has no taste she has no relish and the morsel seems to stick in her gullet no appetite""",41
"Sentence: ""No appetite and yet the food has the proper taste""",41
"Sentence: ""She eats without hunger or appetite only from habit with natural taste to food""",41
"Sentence: ""At noon disgust at meat a""",41
"Sentence: ""Smoking tobacco is not relished by one accustomed to smoking""",41
"Sentence: ""He cannot tolerate meat or fish in the evening it causes pressure in the stomach draws the abdomen upward and delays the stool""",41
"Sentence: ""Aversion to meat it makes her qualmish""",41
"Sentence: ""He suddenly becomes averse to all sweets and to milk""",41
"Sentence: ""Aversion to sour and sweet things""",41
"Sentence: ""In the forenoon loss of appetite e""",41
"Sentence: ""Loss of appetite b a""",41
"Sentence: ""Loss of appetite nothing is relished""",41
"Sentence: ""Complete loss of appetite he desires only acids""",41
"Sentence: ""Complete loss of appetite as if it were contracted in the pit of the stomach""",41
"Sentence: ""Complete loss of appetite""",43
"Sentence: ""Anorexia""",43
"Sentence: ""Thirst""",43
"Sentence: ""Entire loss of appetite but constant thirst""",43
"Sentence: ""Very much thirst during the day""",43
"Sentence: ""Great thirst and always more thirst than hunger""",43
