,sentence,label
481,"Sentence: ""A white spot before the eyes on looking into the air""",23
482,"Sentence: ""Small dark specks before the eyes eyes dazzled after looking long at an object""",23
483,"Sentence: ""Dark points and spots before the eyes""",24
484,"Sentence: ""Black flies seem to float not far from the eyes""",24
485,"Sentence: ""Great increase of the wax in the ears especially the left ear a""",24
486,"Sentence: ""Copious secretion of earwax""",24
487,"Sentence: ""The hollow of each concha and each external meatus were unusually moist from a viscid fluid wax b""",24
488,"Sentence: ""Constant sweating and frequent itching in the left external auditory meatus e""",24
489,"Sentence: ""After dinner several fine stitches in the right concha a""",24
490,"Sentence: ""Violent squeezing pain first in the left then in the right auricle close to the meatus a""",24
491,"Sentence: ""The left auricle is painful as if sore on a limited spot b""",24
492,"Sentence: ""Boring pains in the meatus auditorius""",24
493,"Sentence: ""Painful crawling and gnawing in the left external meatus""",24
494,"Sentence: ""Asleep sensation in the outer ear for eight days""",24
495,"Sentence: ""Slight drawing behind the left ear severe drawing b""",24
496,"Sentence: ""Gnawing in the bones in front of the left ear also on swallowing""",24
497,"Sentence: ""Distressing stopped sensation in both ears for many days""",24
498,"Sentence: ""Sensation as if the ears were stuffed""",24
499,"Sentence: ""The ear always becomes stopped on blowing the nose""",24
500,"Sentence: ""When blowing the nose a sensation as if air were forced into the ears""",24
501,"Sentence: ""Slight stopped up feeling of the ears b""",24
502,"Sentence: ""Earache in the left ear""",24
503,"Sentence: ""Pain in the ear as if ulcerated on swallowing""",24
504,"Sentence: ""In the afternoon and evening aching pain in the right ear in the external meatus towards the membrane of the tympanum b""",24
505,"Sentence: ""Aching boring pains in the ears especially the right ear and the temples""",24
506,"Sentence: ""For half an hour teasing aching in the left ear about noon d""",24
507,"Sentence: ""Slight sensitiveness in the right ear judging by the feeling in the cavity of the tympanum b""",24
508,"Sentence: ""It is painful within the ear when cleaning""",24
509,"Sentence: ""Violent pressure in the ears on swallowing and sneezing""",24
510,"Sentence: ""Drawing in the left ear with eructations from the stomach""",24
511,"Sentence: ""After lying down slight drawing in the right ear c""",24
512,"Sentence: ""Towards evening in the open air there were several dull shoots through the right external meatus b""",24
513,"Sentence: ""Tingling in the ears at times in one at times in the other and difficult hearing with the tingling""",24
514,"Sentence: ""Tingling and pulsation in the ears""",24
515,"Sentence: ""Tingling in the ear with deafness so that the ears do not seem to be sensitive to sound which seems to be only dimly appreciated by an internal sense""",24
516,"Sentence: ""Tickling in the ear""",24
517,"Sentence: ""Sticking pain in the ear as far as the pharynx""",24
518,"Sentence: ""Stitches in the left ear""",24
519,"Sentence: ""Some transient stitches behind the left ear in the evening a""",24
520,"Sentence: ""Tearing in the left ear extending into the head""",24
521,"Sentence: ""Itching in the ear immediately followed by itching heat in the outer ear""",25
522,"Sentence: ""Itching in the left ear""",25
523,"Sentence: ""Hypersensitiveness of the auditory nerves in one who hears with difficulty so that playing the piano causes nausea""",25
524,"Sentence: ""Hypersensitiveness of hearing""",25
525,"Sentence: ""Every noise distresses him""",25
526,"Sentence: ""Intolerance of noise""",25
527,"Sentence: ""Deafness in both ears very transient""",25
528,"Sentence: ""Something seems to have come before the left ear so that though he hears everything he cannot understand the human voice""",25
529,"Sentence: ""After dinner difficult hearing of left ear""",25
530,"Sentence: ""Loud noises in the ears with the distension of the head""",25
531,"Sentence: ""Occasional noises in the head and ears a""",25
532,"Sentence: ""Noises in the right ear""",25
533,"Sentence: ""Fluttering noises in the ear""",25
534,"Sentence: ""At PM fluttering before the left ear""",25
535,"Sentence: ""Swashing as from water in the ears with excessive sensitiveness of hearing""",25
536,"Sentence: ""Cracking in the ear or like the bursting of bubbles""",25
537,"Sentence: ""Frequent cracking in the ears as if a string broke in them""",25
538,"Sentence: ""Noise like boiling water out at both ears and frequent painful drawing in the right ear b""",25
539,"Sentence: ""Ringing in ears a""",25
540,"Sentence: ""Ringing in the ears with deafness during dinner""",25
541,"Sentence: ""Ringing in the ears and roaring as from a wind especially after lying down""",25
542,"Sentence: ""Ringing in the ears recurring several times during the day occasional attack b""",25
543,"Sentence: ""Much ringing in both ears while sitting""",25
544,"Sentence: ""Great ringing in the ears for five minutes in the morning in bed""",25
545,"Sentence: ""Much ringing in the ears and tingling or roaring in the head for several days""",25
546,"Sentence: ""A ringing roaring in the head coming out at the ears""",25
547,"Sentence: ""Roaring in the ears""",25
548,"Sentence: ""A peculiar roaring in the ears d""",25
549,"Sentence: ""Roaring in the ears for several days""",25
550,"Sentence: ""Roaring in the ears in the evening in bed with rush of blood to the head""",25
551,"Sentence: ""Occasional roaring in the ears roaring all day long b""",26
552,"Sentence: ""Roaring and singing in the left ear much diminished )""",26
553,"Sentence: ""Nose swollen""",26
554,"Sentence: ""Inflammation in the nose""",26
555,"Sentence: ""About noon shining red swelling of the point of the nose whereby the anterior angle of the left nostril felt thick hard and painful to the touch increased redness and swelling of the inflamed nose the redness of the swelling on the nose is diminished the shininess of the skin and the sensitiveness to touch continue swelling of the nose as yesterday at AM on the inside of the swollen portion of the nose is a hardened transparent bright-yellow mass which can only be detached with difficulty and pain rapid diminution of the swelling of the nose of which next day not a trace remains""",26
556,"Sentence: ""In the course of the day the right nostril was sensitive to the touch and somewhat reddened the whole of the right ala nasi and especially the septum narium was inflamed and painful to the touch merely touching the hairs in the nose caused violent pain inflammation of nose continues nose not so red and sensitive nose scarcely at all tender to touch and covered with bran-like scales on the parts that had been inflamed a""",26
557,"Sentence: ""Wings of the nose inflamed swollen""",26
558,"Sentence: ""Black comedones on the nose upper lip and chin""",26
559,"Sentence: ""Rush of blood to the nose especially in the open air""",26
560,"Sentence: ""Frequent sneezing""",26
561,"Sentence: ""Sneezing with moisture in the nose about AM a""",26
562,"Sentence: ""Very frequent sneezing in the evening and morning""",26
563,"Sentence: ""Violent sneezing several days""",26
564,"Sentence: ""Inclination to sneeze that shook her almost spasmodically""",26
565,"Sentence: ""Very frequent sneezing always preceded by nausea""",26
566,"Sentence: ""Frequent sneezing and coughing a""",26
567,"Sentence: ""Violent sneezing a""",26
568,"Sentence: ""Frequent sneezing discharge of fluid mucus from the left nostril a very severe catarrh although that which dated from th October had only quite ceased a few days previously c""",26
569,"Sentence: ""Frequent sneezing and the sensation as if a cold were coming on and frequent blowing from the nose of mucus mixed with blood d""",26
570,"Sentence: ""Frequent sneezing which always gave relief to the head in the afternoon frequent violent sneezing""",26
571,"Sentence: ""Several fits of sneezing in the morning after rising several violent sneezes in rapid succession in the evening""",26
572,"Sentence: ""Frequent sneezing frequent sneezing in the afternoon frequent sneezing frequent severe sneezing at least ten times in succession at noon frequent sneezing in the afternoon repeated severe sneezes a""",26
573,"Sentence: ""Vilent sneezing frequent sneezing which increases the pain under sternum few sneezes frequent sneezing occasional sneezing and hawking of mucus occasional violent sneezing in the forenoon frequent sneezing and dry tussiculation occasional sneezing in the morning after rising occasional sneezing and coughing up of thick mucus frequent sneezing violent sneezing in the evening very violent sneezing at noon ten successive times followed by frequent dry tussiculation occasional sneezing occasional violent sneezing occasional sneezing b""",26
574,"Sentence: ""Frequent sneezing c""",26
575,"Sentence: ""Symptoms of threatened catarrh symptoms at height catarrh declined""",26
576,"Sentence: ""A very violent catarrh came on which lasted an unusually long time viz one month b""",26
577,"Sentence: ""Coryza""",26
578,"Sentence: ""Coryza with chilliness catarrh and cough""",26
579,"Sentence: ""Coryza about noon""",26
580,"Sentence: ""A good deal of coryza and sneezing""",26
581,"Sentence: ""Coryza and great lachrymation""",26
582,"Sentence: ""At noon while at dinner sudden recurrence of coryza occasional attacks b""",26
583,"Sentence: ""Stoppage of the nose violent sneezing coryza continues diminished""",26
584,"Sentence: ""Coryza with very frequent sneezing a""",26
585,"Sentence: ""Violent fluent coryza severe fluent coryza in the morning fluent coryza towards noon fluent coryza""",26
586,"Sentence: ""Fluent coryza of burning water""",26
587,"Sentence: ""Fluent coryza and on blowing the nose also bloody mucus""",26
588,"Sentence: ""Fluent coryza like water""",26
589,"Sentence: ""Fluent coryza the mucus must be drawn through the posterior nares""",26
590,"Sentence: ""Frequent short paroxysms of coryza""",26
591,"Sentence: ""Violent coryza with rawness in the chest and cough with much expectoration""",26
592,"Sentence: ""Violent coryza""",26
593,"Sentence: ""Profuse coryza""",26
594,"Sentence: ""Distressing dry coryza causing obscuration of the head especially after eating""",26
595,"Sentence: ""Water trickles from the nose""",26
596,"Sentence: ""Yellow glutinous strong-smelling liquid drops from the nose two mornings and evenings without coryza""",26
597,"Sentence: ""Profuse secretion of thick yellow purulent nasal mucus for several days""",26
598,"Sentence: ""Offensive odor of nasal mucus on blowing the nose""",26
599,"Sentence: ""All day long an almost constant desire to blow the nose though no mucus was present in its front part The mucus remains sticking in the nasal passage it is uncommonly viscid and it is only after great exertion in the way of blowing that it comes away in the form of long narrow pieces which interrupt the free passage of air through the nostrils""",26
600,"Sentence: ""A little acrid fluid comes from the nose increased discharge of thin fluid about noon profuse discharge of fluid from the nose in the evening""",26
601,"Sentence: ""Copious discharge from the nose in the morning much thin mucous fluid comes out of the nose frequent discharge from the nose increased discharge from the left nostril at noon much fluid comes out of both nostrils late in the evening blowing of the nose in doing which the septum of the nose burns after dinner frequent blowing of the nose in the morning watery fluid flows several times from the nose at noon causing severe burning at the edges of the ala nasi great discharge from the nose in the evening great watery discharge from the nose which makes the edges sore in the evening frequent blowing from the nose of thick mucus in the forenoon much mucus comes from the nose and there is a disagreeable dryness of the nose discharge of watery fluid from the nose at noon increased nasal secretion copious watery secretion in the nose severe catarrhal symptoms blew much thick mucus from the nose while in the open air in the forenoon later when in the room the nose became quite dry and its borders stiff in the afternoon profuse nasal secretion blowing of thick mucus from the nose great discharge of mucus from the nose several times blowing of mucus from the nose frequent blowing of thick mucus from the nose a""",26
602,"Sentence: ""A watery fluid runs out of the nose considerable mucous discharge from the nose fluid frequently flows out of the right nostril after dinner a water fluid frequently flows from the nose watery discharge from the nose watery discharge from the nose occasionally in the forenoon frequent blowing of thick mucus from the nose blowing of mucus from the nose in the morning much secretion from the nose copious secretion of thick mucus from the nose blowing of thick mucus from the nose some fluid comes out of the right nostril frequent blowing the nose and coughing catarrhal symptoms somewhat less catarrhal symptoms continue in a milder degree a fluid runs out of the left nostril blowing from the nose of thick mucus catarrhal sufferings at noon much mucus blown from the nose blowing from the nose of thick mucus b""",26
603,"Sentence: ""Blood from the nose on blowing it""",26
604,"Sentence: ""Nosebleed from time to time for several days""",26
605,"Sentence: ""Nosebleed for seven days""",26
606,"Sentence: ""Nosebleed two afternoons in succession at oclock followed by pain in the nose on touch""",26
607,"Sentence: ""Clotted blood is always discharged on blowing the nose""",26
608,"Sentence: ""Blowing of blood from the nose at night""",26
609,"Sentence: ""Blows blood from the nose""",26
610,"Sentence: ""Nosebleed just before and after the menses""",26
611,"Sentence: ""Nosebleed the third evening during the menses""",26
612,"Sentence: ""The nose bleeds easily a""",26
613,"Sentence: ""Violent nosebleed in the morning on blowing the nose""",26
614,"Sentence: ""Epistaxis and in one case a man of nose bled every day after the third day of taking the medicine something which had not occurred since childhood""",26
615,"Sentence: ""The mucus brought away on blowing the nose has streaks of blood in it c""",26
616,"Sentence: ""In the morning he blew some blood-streaked mucus from the nose""",26
617,"Sentence: ""About PM tickling in the left nostril immediately followed by the discharge of bright-red thickish blood to the extent of about half a drachm which contained a proportionately large quantity of sulphates""",26
618,"Sentence: ""Stoppage of the nose""",26
619,"Sentence: ""Nose much stopped up a""",26
620,"Sentence: ""Stoppage of both nostrils with frequent sneezing""",26
621,"Sentence: ""Stoppage of the right nostril""",26
622,"Sentence: ""Stopped sensation in the upper part of the nose with fluent coryza and burning soreness with discharge of biting water with rough bass voice in the afternoon and evening""",26
623,"Sentence: ""Great stoppage of the nose for several days on blowing the nose clots of blood are at times discharged""",26
624,"Sentence: ""Dryness of the inner nose""",26
625,"Sentence: ""Painful sensation of dryness in the nose with violent coryza""",26
626,"Sentence: ""The borders of the alæ nasi dry the Schneiderian mucous membrane irritated as if a coryza were coming on""",26
627,"Sentence: ""After a glass of beer feeling of dryness in left nostril and sensitiveness of the mucous membrane on inspiring the air of the room the latter sensation went off almost entirely in the open air a""",26
628,"Sentence: ""Dryness of the nose burning on the outer borders of the alæ nasi which are very sensitive to touch in the evening dry feeling and troublesome tension in the nose in the forenoon troublesome dryness in the nasal cavity in the nose sometimes dry feeling and sometimes a discharge of watery fluid from it dry feeling in the nose towards noon""",26
629,"Sentence: ""Distressing dry feeling in the nose after rising dryness in the nose at noon troublesome dryness and sensitiveness of the nose soon after taking the medicine some sensitiveness and dryness in the nose nose dry and tender in the morning after waking dryness of the nose tiresome dryness of the nose in the evening great dryness and sensitiveness of the nose teasing dryness of the nose in the morning dryness and tenderness of the nose dryness of the nose and feeling as if its mucous membrane was swollen in the open air in the forenoon great dryness of the nose dryness of the nose the effect upon the nasal mucous membrane during the whole of the proving was quite peculiar at one time acrid fluid flows from the nose and again the organ appears to be as dry and stiff as parchment and the next moment he has to blow out a quantity of thick phlegm which is followed by a return of the dryness dryness of the nose distressing dryness and stiffness of the nose at noon dryness of the nose severe burning and dryness in the nose at noon when sitting dryness of the nose and stiffness of its walls dryness and tension of the nose dry feeling in the nose though it is actually moist in the evening dryness of the nose in the evening burning dry nose in the evening dryness of nose the nose not nearly so dry as the day previous great dry feeling in the nose especially towards its point dryness of the nose great dryness of the nose dryness and tickling in the nose great dryness extreme sensitiveness almost sore feeling of the nose dryness in the nose dryness and parchment-like stiffness of the nose great dryness of the nose a""",26
630,"Sentence: ""In the afternoon dryness of the nose dryness of nose dryness of nose dry feeling and aching in the nose dryness of the nose tiresome dryness of the nose in the morning dryness of the nose dryness of the nose in the morning dry feeling in the nose at noon sensitiveness and dryness of the mucous membrane of the nose tiresome dryness of the nose dry feeling and aching in the nose especially its root in the forenoon dryness and aching in the nose severe dryness of the nose b""",26
631,"Sentence: ""Sore pain in the whole nose especially in its septum the slightest touch increased the pain in the evening sore feeling in the nose in the morning after rising at noon pain very severe and an acrid fluid flowed from the right nostril the nose especially its left outer edge is very sensitive to touch in the morning after waking very tensive sore pain in the nose especially at its point feeling as if the nose was swollen its internal aspect is covered with small scabs the edges and septum of the nose rather sensitive sensitiveness of the septum of the nose sensitiveness and dryness of the nose at noon""",26
632,"Sentence: ""Transient sensitiveness of the mucous membrane of the nose mucous membrane of the nose feels sore on smoking at dinner a peculiar feeling in the right nostril he felt as if the mucous membrane detached itself from the bone and rose as a blister at the same time frequent sneezing these symptoms were present almost all the afternoon raw pain on the edge of the right nostril a""",26
633,"Sentence: ""Aching at the root of the nose at noon very troublesome aching pain in the nasal bones during the day severe aching in the nasal bones at noon very severe aching in the nasal bones and creeping in both temples during the day a disagreeable feeling of aching and fulness in the nose one of the nasal bones was thickened and swollen in the morning severe aching in the nasal bones and dry feeling in the nose The aching in the nasal bones went off in the forenoon but recurred at noon in great intensity and went away again in an hour at noon severe aching in the nasal bones and dry feeling in the nose though a drop or two of fluid occasionally escapes unobserved from the nostrils occasional severe aching in the nasal bones in the forenoon during breakfast very violent aching in the nose the pain extended into the frontal sinus but did not last long occasional aching pain in the nasal bones frequent aching pain in the nasal bones in the forenoon dry feeling and aching in the superior nasal passages towards noon quite severe aching in the nasal passages frequently recurring but always transitory sensation of soreness in the nose occasional aching in the nasal bones in the nose very tiresome aching and feeling of dryness aching in the nose at noon occasional tiresome aching in the nose during the day repeated aching at the root of the nose towards noon tiresome aching in the root of the nose tiresome aching in the bones of the nose at noon aching pain in the root of the nose in the evening frequent aching pain in the root of the nose throughout the day aching at the root of the nose aching pain in the nose at noon in the forenoon very severe aching pain in the nose about its root with dryness of the Schneiderian membrane b""",26
634,"Sentence: ""Occasional aching in the root of the nose between the shoulders and all over the back some aching in the nasal bones towards noon recurrence of the aching after dinner aching in the nasal bones c""",26
635,"Sentence: ""A painful spot on the left nostril b""",26
636,"Sentence: ""A tender spot in the left nostril c""",26
637,"Sentence: ""Boring above the root of the nose""",26
638,"Sentence: ""Pain in the nose which was swollen and internally ulcerated""",26
639,"Sentence: ""Pain in the tip of the nose when touched""",26
640,"Sentence: ""A kind of cramp in the nose""",26
641,"Sentence: ""Cracking or feeling as of the bursting of a bubble in the upper part of the nose""",26
642,"Sentence: ""Pressure in the right nasal bone in the evening""",26
643,"Sentence: ""Cutting pain in the nose and discharge of thin fluid from it in the evening""",26
644,"Sentence: ""Tearing in the nose after dinner disappearing for a short time after pressure upon it after dinner""",26
645,"Sentence: ""In the forenoon smarting in the nose and left eyelid a""",26
646,"Sentence: ""Slight burning in the septum of the nose in the morning""",26
647,"Sentence: ""Burning in the left ala nasi lasting for several minutes and frequently recurring in the morning d""",26
648,"Sentence: ""Crawling in the nose as in coryza""",26
649,"Sentence: ""On the inside of the nose especially on the alæ nasi great itching and feeling as if the nose were swelled a""",26
650,"Sentence: ""Distressing itching in the nose which is still stuffed a""",26
651,"Sentence: ""Itching in the nose""",28
652,"Sentence: ""Itching and burning in the nostrils as if sore""",28
653,"Sentence: ""Looks ill c""",28
654,"Sentence: ""Looks ill has double rings around the eyes b""",28
655,"Sentence: ""The natural tension of the facial muscles gone so that her features appear distorted as if worn out by long suffering""",28
656,"Sentence: ""Redness of the face and perspiration after dinner""",28
657,"Sentence: ""Dark redness and heat of the face especially on walking in the open air""",28
658,"Sentence: ""Considerable congestion of the face at PM""",28
659,"Sentence: ""Yellow complexion appearance grew daily worse""",28
660,"Sentence: ""Complexion showed a remarkable change it had a dirty earthy appearance a""",28
661,"Sentence: ""Complexion pallid""",28
662,"Sentence: ""Paleness of the face""",28
663,"Sentence: ""Face pale and collapsed with an expression of great anxiety""",28
664,"Sentence: ""Pale suffering expression as after a long illness with great discomfort""",28
665,"Sentence: ""In the morning on awaking tension of the skin surrounding the mouth dryness and tension of the outer skin round about the lips and branlike desquamation of it a""",28
666,"Sentence: ""Tension in the skin of the face as if beginning to swell""",28
667,"Sentence: ""Drawing pain in the left side of the face as if in the skin above the eye on the temples and on the malar bone as far as into the lobule of the ear mostly in the morning""",28
668,"Sentence: ""Tearing in the right half of the face""",28
669,"Sentence: ""Boring above the root of the nose""",28
670,"Sentence: ""Burning in the face and throat without redness""",28
671,"Sentence: ""Burning in the face recurring several times during the day occasional attacks b""",28
672,"Sentence: ""Crawling sensation in the face""",29
673,"Sentence: ""A sensation under the skin of the face as if dashed with cold water with perceptible coldness of the face in paroxysms lasting a few minutes""",29
674,"Sentence: ""Red swelling of the cheeks without pain""",29
675,"Sentence: ""Swelling of the cheeks with sticking pains and also pain on touch lasting eight days""",29
676,"Sentence: ""Roughness of both cheeks heat and burning in them and sensation as if they had been exposed for several days to a severe cold this lasted several days and was followed by a branlike desquamation which also lasted several days c""",29
677,"Sentence: ""Redness and violent burning on both cheek-bones""",29
678,"Sentence: ""After drinking coffee burning of the right cheek and auricle with chilliness of the rest of the body""",29
679,"Sentence: ""About noon burning in the right cheek as if some drops of hot fluid were thrown against it lasting four or five minutes this recurred twice""",29
680,"Sentence: ""Pressure and burning in the cheeks and cheek-bones""",29
681,"Sentence: ""Painful pressure on the malar bone and beneath the eye""",29
682,"Sentence: ""Bruised pain in the right malar bone even at night""",29
683,"Sentence: ""Penetrating shooting and drawing in the left zygoma b""",29
684,"Sentence: ""At AM occasional violent shooting in the right cheek-bone a""",29
685,"Sentence: ""In the evening frequent sudden tearing in the left cheek in the right nape muscles and in the right tibia c""",29
686,"Sentence: ""In the evening tearing in the right cheek c""",29
687,"Sentence: ""Repeated flying tearing in both cheeks c""",29
688,"Sentence: ""Tearing in the malar bone also at other times in the lower jaw as if the parts would be torn out""",29
689,"Sentence: ""Twitching at times on the malar bone at times on the chin""",29
690,"Sentence: ""Painful swelling of the upper jaw above the gum""",29
691,"Sentence: ""Ulcerative pain in the left upper jaw a""",29
692,"Sentence: ""Spasmodic drawing in the jaws""",29
693,"Sentence: ""Drawing in the left upper jaw and zygoma about PM a""",29
694,"Sentence: ""The left jaw very little painful b""",29
695,"Sentence: ""Drawing in the right upper jaw and in the left thumb e""",29
696,"Sentence: ""Cracking in the articulation of the jaw on chewing""",30
697,"Sentence: ""Tearing in the right upper jaw in the evening""",30
698,"Sentence: ""Swelling of the lower lip with eruption upon it""",30
699,"Sentence: ""Swelling of the upper lip also in the evening with pain""",30
700,"Sentence: ""Trembling of the lips""",30
701,"Sentence: ""Twitching of the lips""",30
702,"Sentence: ""Dry scaly rough upper lip and margins of the nose with burning""",30
703,"Sentence: ""Lips cracked""",30
704,"Sentence: ""Dryness of the red of the lower lip with scabs and tensive pain""",30
705,"Sentence: ""Before dinner he observed on the inner side of the lower lip a vesicle the size of a hemp-seed filled with a dark blood but it did not annoy him much and after dinner was found to have disappeared without leaving a trace behind f""",30
706,"Sentence: ""On the mucous membrane of the right side of the under lip two aphthæ which went off in two days f""",30
707,"Sentence: ""On the internal surface of the left lower lip he observed a group of grayish-white aphthæ which were rather painful after a time several aphthæ appeared on the right upper lip f""",30
708,"Sentence: ""On the lip near the right commissure of the mouth there appeared a group of small painful vesicles standing close together the vesicles burst and left behind them an equal number of small round spots which the following day assumed a lardaceous appearance began to dry up and were covered with a scab which fell off in five days c""",30
709,"Sentence: ""A very painful fissure in the middle of the upper lip which lasted several days""",30
710,"Sentence: ""A scabby ulcer with burning pain on the margin of the red of the lower lip""",30
711,"Sentence: ""A red pimple on the margin of the red of the lower lip with sticking pain only on touch""",30
712,"Sentence: ""A painful inflamed spot in the red of the upper lip the spot of the upper lip is swollen and burns extremely the spot has turned into an aphthæ the aphthæ begins to dry up b""",30
713,"Sentence: ""A painful spot in the red part of the upper lip in the forenoon a small pustule on that spot after this was opened and the matter discharged it disappeared in a few days b""",30
714,"Sentence: ""In the morning on awaking dry wrinkled lips""",30
715,"Sentence: ""In the morning dryness of lips the mucous membrane of which lies in folds aridity of the commissures of the mouth which are covered with small whitish scales""",30
716,"Sentence: ""In the morning on awaking arid wrinkled lips lips dry and shrivelled dryness of the lips and palate a""",30
717,"Sentence: ""The upper lip very red and sensitive on its inner surface a""",30
718,"Sentence: ""The lips become so dry in speaking that they are quite rough and cause a disagreeable feeling of rubbing""",30
719,"Sentence: ""Dryness of the lips""",30
720,"Sentence: ""In the morning dryness and tension of the skin of the lips""",30
721,"Sentence: ""In the red part of the lower lip on the left side sensation like a fissure though there was none a""",30
722,"Sentence: ""Feeling as if the upper lip were swelled""",30
723,"Sentence: ""Burning of the lips""",30
724,"Sentence: ""Burning smarting of the lower lip""",30
725,"Sentence: ""Lips always hot sticking and burning""",30
726,"Sentence: ""Burning in the upper lip and the edges of the lids in the morning after rising""",30
727,"Sentence: ""The upper lip burns as if it were raw a""",30
728,"Sentence: ""Slight burning in the upper lip a""",30
729,"Sentence: ""Tenderness of the upper lip after rising a""",30
730,"Sentence: ""Tenderness of upper lip a""",30
731,"Sentence: ""Upper lip sensitive to touch a""",30
732,"Sentence: ""Sensitiveness of the upper lip which is quite dry a""",30
733,"Sentence: ""Raw pain in left commissure of mouth a""",30
734,"Sentence: ""Left commissure of mouth again painful b""",30
735,"Sentence: ""Soreness of the left commissure of the mouth c d""",30
736,"Sentence: ""Sore pain in both oral commissures in the afternoon b""",31
737,"Sentence: ""The commissures of the mouth especially the left one smarted as if raw c""",31
738,"Sentence: ""Glandular swelling on the lower jaw""",31
739,"Sentence: ""Painful swelling on the lower jaw beneath the gum""",31
740,"Sentence: ""A thick painless lump on the lower jaw tense on chewing""",31
741,"Sentence: ""Cramplike pain in the left lower jaw and in the glans penis a""",31
742,"Sentence: ""In the morning after waking pain on the left side of the lower jaw and swelling of the gum around a tooth as if a gumboil were about to come a""",31
743,"Sentence: ""Drawing jerking in the left lower jaw""",31
744,"Sentence: ""Drawing-tensive pains in the right side of the lower jaw""",31
745,"Sentence: ""In the evening sudden drawing on the right side of the lower jaw""",31
746,"Sentence: ""Drawing on the left side of the lower jaw and in the left thigh in the afternoon d""",31
747,"Sentence: ""Drawing in the left side of the lower jaw towards its articulation about noon d""",31
748,"Sentence: ""Drawing in the left side of the lower jaw in the morning after getting up f""",31
749,"Sentence: ""After midnight excessively violent pains in the left lower jaw the pains were drawing pressing proceeding from a healthy tooth spreading over the whole lower jaw extending to the temple and ear and lasting till he got up the following morning some tenderness of the left lower jaw towards morning severe pain in the left lower jaw sometimes with drawing into the left ear in the forenoon in the open air the pain increased it was a very painful drawing which extended not only over the jaw but over the whole of the left side of the face one spot on the lower border of the under jaw was especially painful also when touched in the evening in the open air the pain extended in an aggravated degree all over the lower jaw occasional pain in the left lower jaw in the morning drawing in the lower jaw in the morning towards morning the pain of the left lower jaw especially about a loose tooth extremely violent pain in the lower jaw during the day occasional sharp tearing in the left lower jaw b""",31
750,"Sentence: ""Jerking in the lower jaw on falling asleep""",32
751,"Sentence: ""Sticking in the lower jaw extending out of the ear""",32
752,"Sentence: ""Bleeding of the teeth""",32
753,"Sentence: ""Brown mucus on the teeth""",32
754,"Sentence: ""Looseness of the teeth and bleeding of the gum for three weeks""",32
755,"Sentence: ""The teeth become elongated so that she can scarcely chew""",32
756,"Sentence: ""The tooth is elongated and painful when not touched or when not bitten upon""",32
757,"Sentence: ""The back teeth become loose and seem too long with simple pain on touch and on eating""",32
758,"Sentence: ""Feeling of looseness of the teeth in the evening""",32
759,"Sentence: ""The teeth feel loose on biting and on eating feel paralyzed""",32
760,"Sentence: ""All her teeth feel loose""",32
761,"Sentence: ""The teeth pain as if too long and there is a tingling in them like a vibration""",32
762,"Sentence: ""The teeth seem too long""",32
763,"Sentence: ""The front teeth seem too long with sensitiveness when pressed upon and in the open air when there is a jerking pain and tearing extending up into the left temple where also it is painful to pressure""",32
764,"Sentence: ""Teeth on edge and painful only when bitten upon cannot chew black bread on account of pain""",32
765,"Sentence: ""Teeth on edge""",32
766,"Sentence: ""Toothache and inflammatory swelling of the gum in the vicinity of a stump almost entirely destroyed""",32
767,"Sentence: ""Toothache in the open air""",32
768,"Sentence: ""Pain in the front teeth at night""",32
769,"Sentence: ""Pain in almost all the teeth during dinner""",32
770,"Sentence: ""A back tooth is painful to touch""",32
771,"Sentence: ""Toothache from the slightest draft of air""",32
772,"Sentence: ""Toothache every afternoon as if the teeth would be broken off with chilliness disappearing when in bed""",32
773,"Sentence: ""Toothache which is renewed by cold rinsing of the mouth""",32
774,"Sentence: ""Toothache in paroxysms for two or three hours followed by burrowing cold is better tolerated than warmth""",32
775,"Sentence: ""Toothache which becomes accompanied by swelling of the cheek""",32
776,"Sentence: ""At PM in the undecayed teeth of the left lower jaw aching pains which last an hour b""",32
777,"Sentence: ""Great sensitiveness of the tips of the left upper teeth worse from cold water with shooting pains even in the morning""",32
778,"Sentence: ""Fearful attacks of toothache all the top row feel as if being drawn""",32
779,"Sentence: ""Drawing toothache""",32
780,"Sentence: ""Drawing pain in the teeth in the open air""",32
781,"Sentence: ""Drawing tearing toothache now in the right and now in the left side for hours and often with intermission for half an hour or an hour also at night on waking""",32
782,"Sentence: ""Drawing and tearing in the teeth mostly aggravated by cold water at times relieved by warmth often with jerking in the tips""",32
783,"Sentence: ""Throbbing drawing toothache""",32
784,"Sentence: ""Grumbling and drawing in the teeth""",32
785,"Sentence: ""Drawing in the teeth of the left upper jaw the gums of which pain as if ulcerated""",32
786,"Sentence: ""Drawing in the crowns of the teeth in the evening f""",32
787,"Sentence: ""In the forenoon drawing in the teeth which recurred several times f""",32
788,"Sentence: ""Drawing in the teeth f""",32
789,"Sentence: ""Occasional drawing in the teeth and limbs especially the right thigh in the morning f""",32
790,"Sentence: ""Drawing pain in the back teeth aggravated by inhaling cold air""",32
791,"Sentence: ""Drawing first in the upper teeth of the left side and then in those of the right side""",32
792,"Sentence: ""Violent drawing pain in an incisor lasting till PM followed by sleeplessness till towards morning""",32
793,"Sentence: ""At night in bed drawing in the right upper row of teeth a""",32
794,"Sentence: ""Slight drawing in the lower incisors b""",32
